+------------+--------+--------+----------+----------+----------+----------+-----------+-----------+---------------------------------+
| identifier | e_rmse | f_rmse | f_rmse_H | f_rmse_C | f_rmse_N | f_rmse_I | f_rmse_Cs | f_rmse_Pb |                          stdout |
|        754 |   0.26 |  28.66 |    21.56 |    33.55 |    41.69 |    29.72 |     17.08 |     39.54 | task_25191_cp2k_singlepoint_pre |
|        755 |   0.52 |  38.88 |    20.90 |    35.33 |    41.75 |    48.60 |     16.95 |     63.40 | task_25185_cp2k_singlepoint_pre |
|        756 |   0.08 |  28.89 |    20.41 |    34.43 |    42.09 |    28.17 |     17.38 |     45.58 | task_25183_cp2k_singlepoint_pre |
|        757 |   0.15 |  29.31 |    20.04 |    34.77 |    49.93 |    28.41 |     17.96 |     44.12 | task_25181_cp2k_singlepoint_pre |
|        758 |   0.39 |  26.91 |    18.93 |    32.31 |    37.62 |    27.46 |     22.22 |     39.31 | task_25187_cp2k_singlepoint_pre |
|        759 |   0.04 |  29.99 |    21.28 |    37.65 |    46.49 |    28.74 |     22.74 |     44.16 | task_25189_cp2k_singlepoint_pre |
|        760 |   0.06 |  28.19 |    20.41 |    34.45 |    33.72 |    29.17 |     21.14 |     44.10 | task_25203_cp2k_singlepoint_pre |
|        761 |   0.23 |  26.74 |    19.57 |    31.56 |    33.80 |    28.81 |     21.24 |     38.88 | task_25205_cp2k_singlepoint_pre |
|        762 |   2.99 |  56.92 |    38.98 |    56.79 |    39.83 |    45.23 |     24.32 |    132.19 | task_25207_cp2k_singlepoint_pre |
|        763 |   0.39 |  27.87 |    21.86 |    35.53 |    39.72 |    26.51 |     19.82 |     39.09 | task_25209_cp2k_singlepoint_pre |
|        764 |   0.11 |  27.70 |    19.47 |    34.10 |    36.78 |    30.22 |     20.17 |     39.31 | task_25217_cp2k_singlepoint_pre |
|        765 |   0.17 |  27.77 |    19.32 |    31.67 |    37.94 |    29.01 |     21.23 |     44.27 | task_25213_cp2k_singlepoint_pre |
|        766 |   0.08 |  26.70 |    20.23 |    35.79 |    38.56 |    25.94 |     17.48 |     36.17 | task_25201_cp2k_singlepoint_pre |
|        767 |   0.17 |  26.36 |    20.33 |    29.84 |    36.80 |    27.58 |     19.69 |     36.93 | task_25215_cp2k_singlepoint_pre |
|        768 |   0.08 |  29.48 |    20.28 |    33.62 |    38.68 |    31.66 |     18.46 |     47.29 | task_25211_cp2k_singlepoint_pre |
|        769 |   0.30 |  27.46 |    20.38 |    32.43 |    44.54 |    27.50 |     15.51 |     38.66 | task_25219_cp2k_singlepoint_pre |
|        770 |   0.41 |  26.50 |    18.70 |    32.19 |    40.26 |    27.58 |     21.24 |     38.93 | task_25237_cp2k_singlepoint_pre |
|        771 |   0.43 |  28.61 |    20.23 |    32.91 |    41.52 |    29.19 |     20.08 |     46.94 | task_25239_cp2k_singlepoint_pre |
|        772 |   0.01 |  27.17 |    19.57 |    32.99 |    35.19 |    30.49 |     18.85 |     38.59 | task_25229_cp2k_singlepoint_pre |
|        773 |   0.24 |  26.33 |    19.21 |    34.21 |    36.74 |    27.83 |     17.86 |     35.77 | task_25231_cp2k_singlepoint_pre |
|        774 |   0.18 |  31.53 |    20.67 |    31.35 |    42.24 |    36.80 |     27.73 |     52.85 | task_25227_cp2k_singlepoint_pre |
|        775 |   0.39 |  31.09 |    22.61 |    38.83 |    40.40 |    32.92 |     20.69 |     46.63 | task_25221_cp2k_singlepoint_pre |
|        776 |   0.09 |  29.93 |    21.09 |    31.70 |    38.03 |    32.34 |     23.92 |     51.52 | task_25225_cp2k_singlepoint_pre |
|        777 |   0.44 |  26.16 |    18.32 |    33.16 |    39.87 |    27.19 |     14.52 |     37.78 | task_25223_cp2k_singlepoint_pre |
|        778 |   0.08 |  26.20 |    19.35 |    31.52 |    34.66 |    27.89 |     20.52 |     38.80 | task_25233_cp2k_singlepoint_pre |
|        779 |   0.07 |  27.72 |    20.12 |    32.89 |    41.02 |    28.84 |     17.22 |     41.48 | task_25235_cp2k_singlepoint_pre |
|        780 |   0.16 |  26.47 |    19.08 |    33.16 |    34.91 |    27.94 |     23.62 |     41.03 | task_25243_cp2k_singlepoint_pre |
|        781 |   0.19 |  31.89 |    20.17 |    34.66 |    38.54 |    40.36 |     32.93 |     52.07 | task_25241_cp2k_singlepoint_pre |
|        782 |   0.18 |  26.99 |    20.56 |    35.78 |    36.75 |    26.68 |     14.87 |     38.31 | task_25247_cp2k_singlepoint_pre |
|        783 |   0.49 |  28.78 |    20.64 |    34.11 |    40.89 |    31.54 |     20.72 |     43.26 | task_25245_cp2k_singlepoint_pre |
|        784 |   0.25 |  27.99 |    19.95 |    34.20 |    39.66 |    29.88 |     16.28 |     43.05 | task_25249_cp2k_singlepoint_pre |
|        785 |   0.19 |  28.01 |    20.11 |    35.42 |    42.08 |    29.15 |     14.34 |     40.46 | task_25251_cp2k_singlepoint_pre |
|        786 |   0.41 |  26.23 |    19.04 |    33.69 |    36.40 |    28.10 |     18.72 |     36.91 | task_25253_cp2k_singlepoint_pre |
|        787 |   0.19 |  24.81 |    17.56 |    31.28 |    36.28 |    26.52 |     15.28 |     36.07 | task_25255_cp2k_singlepoint_pre |
|        788 |   0.06 |  24.56 |    18.06 |    31.71 |    39.34 |    24.49 |     12.83 |     32.87 | task_25273_cp2k_singlepoint_pre |
|        789 |   0.20 |  38.09 |    39.52 |    35.70 |    40.82 |    32.19 |     24.53 |     46.31 | task_25271_cp2k_singlepoint_pre |
|        790 |   0.46 |  27.17 |    19.68 |    32.61 |    38.02 |    29.46 |       nan |     42.46 | task_25283_cp2k_singlepoint_pre |
|        791 |   1.86 |  45.45 |    22.69 |    37.69 |    41.65 |    66.27 |       nan |     95.46 | task_25281_cp2k_singlepoint_pre |
|        792 |   0.40 |  25.65 |    19.56 |    33.53 |    33.34 |    26.35 |       nan |     36.97 | task_25287_cp2k_singlepoint_pre |
|        793 |   0.13 |  30.29 |    20.67 |    34.52 |    40.46 |    36.19 |       nan |     48.91 | task_25285_cp2k_singlepoint_pre |
|        794 |   0.19 |  27.05 |    19.54 |    33.16 |    38.99 |    28.67 |       nan |     41.63 | task_25289_cp2k_singlepoint_pre |
|        795 |   0.06 |  27.36 |    19.12 |    30.88 |    36.64 |    32.16 |       nan |     44.13 | task_25291_cp2k_singlepoint_pre |
|        796 |   0.25 |  27.11 |    20.20 |    33.92 |    37.53 |    29.65 |       nan |     37.55 | task_25293_cp2k_singlepoint_pre |
|        797 |   0.11 |  30.66 |    20.23 |    36.70 |    41.11 |    37.76 |       nan |     46.50 | task_25295_cp2k_singlepoint_pre |
|        798 |   0.31 |  29.33 |    20.05 |    32.61 |    42.20 |    33.98 |       nan |     48.08 | task_25297_cp2k_singlepoint_pre |
|        799 |   0.33 |  27.88 |    19.73 |    33.16 |    38.15 |    30.32 |       nan |     46.16 | task_25299_cp2k_singlepoint_pre |
|        800 |   0.21 |  28.83 |    19.49 |    39.66 |    40.62 |    26.02 |     19.23 |     43.15 | task_25259_cp2k_singlepoint_pre |
|        801 |   1.12 |  28.24 |    22.86 |    31.58 |    42.33 |    26.57 |     16.82 |     40.28 | task_25257_cp2k_singlepoint_pre |
|        802 |   0.22 |  30.53 |    24.29 |    40.37 |    53.54 |    27.25 |     17.76 |     44.32 | task_25279_cp2k_singlepoint_pre |
|        803 |   1.25 |  29.10 |    21.09 |    34.62 |    38.56 |    27.40 |     22.20 |     40.96 | task_25265_cp2k_singlepoint_pre |
|        804 |   0.48 |  29.49 |    17.90 |    34.79 |    34.47 |    27.78 |     19.33 |     44.98 | task_25261_cp2k_singlepoint_pre |
|        805 |   0.02 |  23.89 |    17.88 |    32.36 |    36.51 |    23.17 |     13.06 |     32.53 | task_25263_cp2k_singlepoint_pre |
|        806 |   0.69 |  21.16 |    18.44 |    27.91 |    41.49 |    18.78 |     12.59 |     29.19 | task_25277_cp2k_singlepoint_pre |
|        807 |   1.10 |  28.76 |    18.86 |    34.59 |    44.74 |    28.15 |     20.68 |     38.91 | task_25275_cp2k_singlepoint_pre |
|        808 |   0.45 |  30.45 |    20.72 |    27.79 |    44.80 |    31.41 |     20.17 |     40.09 | task_25267_cp2k_singlepoint_pre |
|        809 |   1.21 |  31.18 |    16.51 |    27.17 |    31.80 |    30.08 |     30.07 |     44.57 | task_25269_cp2k_singlepoint_pre |
|        810 |   0.91 |  25.98 |      nan |      nan |      nan |    24.36 |     16.29 |     36.45 | task_28015_cp2k_singlepoint_pre |
|        811 |   1.31 |  29.67 |      nan |      nan |      nan |    28.05 |     18.90 |     41.05 | task_28003_cp2k_singlepoint_pre |
|        812 |   0.44 |  27.77 |      nan |      nan |      nan |    24.63 |     18.50 |     41.16 | task_28011_cp2k_singlepoint_pre |
|        813 |   0.66 |  27.16 |      nan |      nan |      nan |    24.82 |     20.23 |     37.83 | task_28001_cp2k_singlepoint_pre |
|        814 |   0.35 |  28.34 |      nan |      nan |      nan |    26.64 |     18.48 |     39.31 | task_28005_cp2k_singlepoint_pre |
|        815 |   1.72 |  33.59 |      nan |      nan |      nan |    30.74 |     22.81 |     47.81 | task_27999_cp2k_singlepoint_pre |
|        816 |   1.43 |  30.01 |      nan |      nan |      nan |    27.84 |     19.09 |     42.59 | task_28007_cp2k_singlepoint_pre |
|        817 |   1.12 |  27.20 |      nan |      nan |      nan |    25.73 |     16.53 |     37.95 | task_28009_cp2k_singlepoint_pre |
|        818 |   1.46 |  28.57 |      nan |      nan |      nan |    26.20 |     19.29 |     40.63 | task_28013_cp2k_singlepoint_pre |
|        819 |   1.63 |  30.47 |      nan |      nan |      nan |    27.54 |     20.95 |     43.91 | task_28017_cp2k_singlepoint_pre |
|        820 |   0.13 |  30.69 |    22.78 |    32.05 |    37.60 |    30.31 |     25.08 |     43.96 | task_28019_cp2k_singlepoint_pre |
|        821 |   1.66 |  31.79 |    21.76 |    39.80 |    39.06 |    30.95 |     29.38 |     44.05 | task_28025_cp2k_singlepoint_pre |
|        822 |   0.68 |  28.80 |    19.76 |    36.90 |    39.12 |    27.87 |     20.87 |     41.49 | task_28023_cp2k_singlepoint_pre |
|        823 |   1.60 |  33.59 |    17.24 |    33.33 |    30.98 |    34.56 |     31.04 |     52.59 | task_28021_cp2k_singlepoint_pre |
|        824 |   0.67 |  30.44 |    18.08 |    29.91 |    30.35 |    31.74 |     24.65 |     46.27 | task_28027_cp2k_singlepoint_pre |
|        825 |   0.05 |  29.31 |    20.67 |    30.26 |    34.27 |    30.00 |     20.35 |     42.77 | task_28029_cp2k_singlepoint_pre |
|        826 |   0.05 |  29.69 |    23.61 |    40.28 |    42.17 |    27.39 |     17.53 |     41.96 | task_28031_cp2k_singlepoint_pre |
|        827 |   1.30 |  35.40 |    24.68 |    37.11 |    50.41 |    34.78 |     24.26 |     52.80 | task_28033_cp2k_singlepoint_pre |
|        828 |   0.78 |  30.52 |    18.56 |    34.33 |    33.92 |    30.63 |     21.82 |     47.44 | task_28035_cp2k_singlepoint_pre |
|        829 |   0.60 |  27.71 |    17.22 |    29.41 |    36.16 |    27.72 |     19.45 |     42.62 | task_28037_cp2k_singlepoint_pre |
|        830 |   0.21 |  30.59 |    23.61 |    32.79 |    39.56 |    30.28 |     22.34 |     45.36 | task_28039_cp2k_singlepoint_pre |
|        831 |   0.35 |  26.66 |    20.16 |    32.38 |    38.52 |    26.24 |     17.45 |     37.45 | task_28041_cp2k_singlepoint_pre |
|        832 |   0.40 |  28.43 |    23.78 |    40.08 |    49.32 |    23.59 |     15.09 |     38.06 | task_28043_cp2k_singlepoint_pre |
|        833 |   0.49 |  27.09 |    19.58 |    33.09 |    42.58 |    26.34 |     18.43 |     38.41 | task_28045_cp2k_singlepoint_pre |
|        834 |   0.27 |  30.00 |    20.14 |    34.82 |    42.88 |    31.54 |     20.98 |     42.46 | task_28047_cp2k_singlepoint_pre |
|        835 |   0.10 |  30.73 |    21.66 |    36.81 |    36.27 |    31.80 |     20.56 |     45.26 | task_28049_cp2k_singlepoint_pre |
|        836 |   0.69 |  31.52 |    20.29 |    36.12 |    37.33 |    32.48 |     21.75 |     49.97 | task_28051_cp2k_singlepoint_pre |
|        837 |   0.50 |  28.70 |    21.22 |    35.89 |    42.02 |    28.01 |     19.43 |     40.45 | task_28053_cp2k_singlepoint_pre |
|        838 |   0.07 |  30.62 |    22.09 |    37.60 |    38.84 |    31.41 |     19.09 |     43.89 | task_28055_cp2k_singlepoint_pre |
|        839 |   0.68 |  26.90 |    20.51 |    33.42 |    46.03 |    24.62 |     14.38 |     38.62 | task_28057_cp2k_singlepoint_pre |
|        840 |   0.23 |  30.04 |    22.71 |    38.05 |    44.56 |    28.87 |     23.08 |     41.87 | task_28059_cp2k_singlepoint_pre |
|        841 |   0.35 |  27.43 |    20.69 |    35.14 |    39.40 |    27.86 |     16.66 |     36.54 | task_28061_cp2k_singlepoint_pre |
|        842 |   0.22 |  23.82 |    18.75 |    30.95 |    35.58 |    23.49 |     13.47 |     30.53 | task_28065_cp2k_singlepoint_pre |
|        843 |   0.13 |  28.97 |    21.59 |    33.44 |    38.55 |    29.95 |     17.89 |     42.61 | task_28063_cp2k_singlepoint_pre |
|        844 |   0.30 |  35.66 |    24.32 |    38.12 |    39.22 |    37.73 |     27.07 |     59.07 | task_28067_cp2k_singlepoint_pre |
|        845 |   0.52 |  32.93 |    21.83 |    39.68 |    41.68 |    36.81 |     22.33 |     46.67 | task_28069_cp2k_singlepoint_pre |
|        846 |   0.07 |  31.34 |    20.72 |    35.37 |    37.28 |    33.25 |     23.76 |     50.58 | task_28071_cp2k_singlepoint_pre |
|        847 |   0.18 |  28.21 |    20.54 |    33.13 |    40.96 |    28.46 |     23.76 |     40.27 | task_28073_cp2k_singlepoint_pre |
|        848 |   0.63 |  28.97 |    20.57 |    35.00 |    42.12 |    29.65 |     15.81 |     42.72 | task_28075_cp2k_singlepoint_pre |
|        849 |   0.03 |  27.50 |    21.24 |    33.46 |    38.34 |    27.01 |     19.06 |     39.15 | task_28077_cp2k_singlepoint_pre |
|        850 |   0.45 |  29.93 |    22.06 |    33.65 |    34.90 |    32.24 |     23.30 |     46.37 | task_28079_cp2k_singlepoint_pre |
|        851 |   0.51 |  27.81 |    19.87 |    35.23 |    44.05 |    28.10 |     18.29 |     38.33 | task_28081_cp2k_singlepoint_pre |
|        852 |   0.04 |  26.55 |    19.68 |    29.90 |    32.52 |    28.38 |     17.59 |     41.05 | task_28083_cp2k_singlepoint_pre |
|        853 |   0.48 |  27.96 |    22.51 |    30.83 |    43.02 |    27.48 |     18.18 |     39.07 | task_28085_cp2k_singlepoint_pre |
|        854 |   0.40 |  26.84 |    19.46 |    29.61 |    42.04 |    28.10 |     15.81 |     39.37 | task_28087_cp2k_singlepoint_pre |
|        855 |   0.20 |  29.10 |    19.75 |    33.99 |    39.59 |    32.08 |     20.18 |     43.71 | task_28089_cp2k_singlepoint_pre |
|        856 |   0.31 |  28.03 |    19.64 |    34.24 |    39.94 |    28.07 |     18.73 |     44.18 | task_28091_cp2k_singlepoint_pre |
|        857 |   0.43 |  28.91 |    20.43 |    35.16 |    37.66 |    28.74 |     16.74 |     47.95 | task_28093_cp2k_singlepoint_pre |
|        858 |   0.10 |  31.88 |    20.69 |    38.51 |    39.92 |    34.14 |     23.42 |     52.35 | task_28095_cp2k_singlepoint_pre |
|        859 |   0.12 |  29.59 |    20.46 |    34.19 |    46.09 |    30.44 |     22.39 |     44.71 | task_28097_cp2k_singlepoint_pre |
|        860 |   0.48 |  29.34 |    20.32 |    33.38 |    35.31 |    32.95 |     23.93 |     47.73 | task_28101_cp2k_singlepoint_pre |
|        861 |   0.16 |  33.02 |    26.83 |    40.64 |    41.61 |    32.57 |     24.01 |     46.96 | task_28099_cp2k_singlepoint_pre |
|        862 |   0.23 |  29.74 |    21.16 |    33.55 |    41.21 |    32.44 |     25.58 |     45.69 | task_28103_cp2k_singlepoint_pre |
|        863 |   0.76 |  29.24 |    20.90 |    35.97 |    45.33 |    31.12 |     17.94 |     40.00 | task_28105_cp2k_singlepoint_pre |
|        864 |   0.12 |  34.97 |    22.54 |    37.38 |    45.83 |    39.96 |     31.30 |     59.47 | task_28107_cp2k_singlepoint_pre |
|        865 |   0.26 |  32.70 |    21.40 |    37.04 |    42.76 |    35.67 |     27.72 |     56.37 | task_28109_cp2k_singlepoint_pre |
|        866 |   0.58 |  29.50 |    21.70 |    34.03 |    40.16 |    31.15 |     19.02 |     45.85 | task_28111_cp2k_singlepoint_pre |
|        867 |   0.68 |  26.64 |    20.05 |    32.27 |    35.81 |    28.25 |     16.86 |     38.33 | task_28113_cp2k_singlepoint_pre |
|        868 |   0.51 |  27.81 |    21.05 |    30.75 |    40.91 |    29.54 |     17.46 |     40.54 | task_28115_cp2k_singlepoint_pre |
|        869 |   0.44 |  28.41 |    20.50 |    33.11 |    38.85 |    30.54 |     20.03 |     43.53 | task_28117_cp2k_singlepoint_pre |
|        870 |   0.32 |  27.11 |    19.83 |    33.44 |    40.94 |    28.09 |     14.78 |     39.17 | task_28119_cp2k_singlepoint_pre |
|        871 |   0.64 |  32.41 |    23.45 |    36.51 |    42.84 |    35.60 |     30.05 |     52.31 | task_28121_cp2k_singlepoint_pre |
|        872 |   0.29 |  27.53 |    19.65 |    34.85 |    40.10 |    29.29 |     15.61 |     39.78 | task_28123_cp2k_singlepoint_pre |
|        873 |   0.61 |  28.81 |    21.39 |    31.83 |    40.08 |    31.31 |     27.23 |     44.67 | task_28125_cp2k_singlepoint_pre |
|        874 |   0.32 |  33.59 |    25.48 |    41.52 |    49.18 |    33.72 |     25.41 |     48.40 | task_28127_cp2k_singlepoint_pre |
|        875 |   0.46 |  26.66 |    19.55 |    33.58 |    36.64 |    28.00 |     15.14 |     39.57 | task_28129_cp2k_singlepoint_pre |
|        876 |   0.07 |  30.89 |    21.29 |    38.17 |    43.92 |    32.87 |     26.89 |     48.76 | task_28131_cp2k_singlepoint_pre |
|        877 |   0.23 |  28.32 |    20.43 |    33.73 |    34.96 |    33.59 |     14.45 |     40.38 | task_28133_cp2k_singlepoint_pre |
|        878 |   0.22 |  26.58 |    18.90 |    34.17 |    38.69 |    27.46 |     15.44 |     39.60 | task_28135_cp2k_singlepoint_pre |
|        879 |   0.47 |  31.57 |    21.22 |    33.10 |    39.84 |    36.88 |     26.58 |     55.49 | task_28137_cp2k_singlepoint_pre |
|        880 |   0.42 |  29.63 |    21.69 |    37.12 |    41.71 |    30.11 |       nan |     46.84 | task_28139_cp2k_singlepoint_pre |
|        881 |   2.30 |  55.78 |    22.99 |    34.07 |    43.03 |    78.94 |       nan |    139.90 | task_28141_cp2k_singlepoint_pre |
|        882 |   0.43 |  29.32 |    19.57 |    34.88 |    39.21 |    34.42 |       nan |     48.06 | task_28145_cp2k_singlepoint_pre |
|        883 |   0.27 |  30.34 |    21.07 |    33.76 |    37.87 |    35.50 |       nan |     52.51 | task_28143_cp2k_singlepoint_pre |
|        884 |   0.35 |  27.93 |    20.53 |    33.59 |    45.87 |    28.87 |       nan |     38.30 | task_28147_cp2k_singlepoint_pre |
|        885 |   0.49 |  29.82 |    21.57 |    35.56 |    41.25 |    33.09 |       nan |     45.77 | task_28149_cp2k_singlepoint_pre |
|        886 |   0.25 |  27.75 |    19.28 |    35.38 |    36.65 |    30.42 |       nan |     44.22 | task_28153_cp2k_singlepoint_pre |
|        887 |   0.56 |  29.70 |    22.61 |    34.38 |    47.04 |    31.67 |       nan |     39.42 | task_28155_cp2k_singlepoint_pre |
|        888 |   0.61 |  32.80 |    21.73 |    35.40 |    43.75 |    38.95 |       nan |     58.24 | task_28157_cp2k_singlepoint_pre |
|        889 |   0.13 |  27.18 |    20.23 |    32.86 |    40.56 |    28.62 |       nan |     39.34 | task_28159_cp2k_singlepoint_pre |
|        890 |   1.32 |  34.94 |    21.71 |    37.31 |    31.77 |    32.74 |     29.88 |     51.83 | task_28151_cp2k_singlepoint_pre |
|        891 |   1.17 |  30.26 |    20.27 |    37.34 |    44.74 |    30.54 |     17.53 |     40.58 | task_28163_cp2k_singlepoint_pre |
|        892 |   0.31 |  30.64 |    20.52 |    31.19 |    40.77 |    30.77 |     19.35 |     42.76 | task_28167_cp2k_singlepoint_pre |
|        893 |   1.40 |  33.94 |    20.08 |    30.48 |    28.74 |    34.22 |     22.18 |     50.19 | task_28161_cp2k_singlepoint_pre |
|        894 |   1.32 |  35.44 |    19.04 |    31.76 |    46.13 |    33.93 |     25.64 |     54.24 | task_28165_cp2k_singlepoint_pre |
|        895 |   0.48 |  25.36 |    17.51 |    36.49 |    32.37 |    24.23 |     15.77 |     35.67 | task_28169_cp2k_singlepoint_pre |
|        896 |   0.43 |  24.89 |    19.93 |    35.62 |    42.80 |    22.33 |     15.43 |     35.00 | task_28171_cp2k_singlepoint_pre |
|        897 |   0.66 |  32.75 |    20.79 |    39.88 |    28.67 |    33.62 |     22.07 |     44.21 | task_28175_cp2k_singlepoint_pre |
|        898 |   1.44 |  36.26 |    21.68 |    31.78 |    34.87 |    36.00 |     28.94 |     52.15 | task_28173_cp2k_singlepoint_pre |
|        899 |   2.00 |  31.47 |    21.33 |    32.98 |    35.77 |    30.04 |     25.43 |     45.05 | task_28177_cp2k_singlepoint_pre |
|        900 |   0.52 |  26.41 |      nan |      nan |      nan |    25.26 |     16.55 |     36.04 | task_30881_cp2k_singlepoint_pre |
|        901 |   2.39 |  32.51 |      nan |      nan |      nan |    28.84 |     22.23 |     47.88 | task_30879_cp2k_singlepoint_pre |
|        902 |   0.34 |  25.64 |      nan |      nan |      nan |    24.34 |     17.27 |     34.83 | task_30885_cp2k_singlepoint_pre |
|        903 |   0.24 |  27.28 |      nan |      nan |      nan |    24.70 |     19.72 |     38.75 | task_30893_cp2k_singlepoint_pre |
|        904 |   0.76 |  31.72 |      nan |      nan |      nan |    30.96 |     19.58 |     42.10 | task_30889_cp2k_singlepoint_pre |
|        905 |   2.53 |  36.57 |      nan |      nan |      nan |    33.29 |     23.26 |     53.10 | task_30887_cp2k_singlepoint_pre |
|        906 |   2.71 |  32.89 |      nan |      nan |      nan |    30.96 |     26.19 |     42.98 | task_30891_cp2k_singlepoint_pre |
|        907 |   0.38 |  30.91 |      nan |      nan |      nan |    28.59 |     21.32 |     43.26 | task_30883_cp2k_singlepoint_pre |
|        908 |   2.55 |  33.21 |      nan |      nan |      nan |    30.96 |     22.06 |     46.38 | task_30877_cp2k_singlepoint_pre |
|        909 |   3.51 |  32.78 |      nan |      nan |      nan |    29.33 |     21.67 |     48.21 | task_30895_cp2k_singlepoint_pre |
|        910 |   0.28 |  29.52 |    21.00 |    35.12 |    44.57 |    27.98 |     20.86 |     43.20 | task_30913_cp2k_singlepoint_pre |
|        911 |   5.10 |  37.25 |    20.52 |    36.63 |    48.02 |    37.33 |     36.94 |     55.80 | task_30909_cp2k_singlepoint_pre |
|        912 |   0.19 |  28.81 |    20.04 |    29.95 |    32.84 |    27.41 |     18.48 |     46.84 | task_30911_cp2k_singlepoint_pre |
|        913 |   3.26 |  38.11 |    24.72 |    30.67 |    30.79 |    39.39 |     32.30 |     59.36 | task_30907_cp2k_singlepoint_pre |
|        914 |   2.13 |  36.96 |    19.53 |    31.44 |    41.99 |    39.77 |     27.81 |     56.77 | task_30905_cp2k_singlepoint_pre |
|        915 |   0.44 |  33.75 |    21.01 |    38.66 |    38.56 |    33.73 |     22.15 |     52.55 | task_30901_cp2k_singlepoint_pre |
|        916 |   0.30 |  31.69 |    24.20 |    40.48 |    39.84 |    31.42 |     19.56 |     43.52 | task_30915_cp2k_singlepoint_pre |
|        917 |   2.01 |  35.46 |    22.51 |    35.57 |    42.64 |    36.01 |     23.54 |     55.00 | task_30899_cp2k_singlepoint_pre |
|        918 |   2.20 |  33.54 |    21.47 |    38.52 |    41.92 |    32.67 |     24.92 |     51.62 | task_30897_cp2k_singlepoint_pre |
|        919 |   0.39 |  30.14 |    21.90 |    35.25 |    28.83 |    31.22 |     19.45 |     42.63 | task_30903_cp2k_singlepoint_pre |
|        920 |   0.05 |  30.81 |    21.84 |    36.83 |    41.34 |    32.84 |     22.00 |     40.95 | task_30925_cp2k_singlepoint_pre |
|        921 |   0.07 |  27.90 |    20.14 |    30.69 |    40.58 |    27.98 |     18.56 |     41.32 | task_30919_cp2k_singlepoint_pre |
|        922 |   0.53 |  27.34 |    21.36 |    36.83 |    42.79 |    26.05 |     16.89 |     35.43 | task_30933_cp2k_singlepoint_pre |
|        923 |   0.06 |  28.42 |    19.65 |    33.35 |    37.61 |    27.89 |     21.88 |     43.70 | task_30931_cp2k_singlepoint_pre |
|        924 |   0.17 |  35.01 |    21.46 |    35.76 |    41.39 |    38.49 |     20.53 |     55.08 | task_30921_cp2k_singlepoint_pre |
|        925 |   0.59 |  32.49 |    20.66 |    39.00 |    41.13 |    33.88 |     25.47 |     48.30 | task_30929_cp2k_singlepoint_pre |
|        926 |   0.14 |  34.79 |    21.52 |    38.24 |    41.52 |    33.43 |     26.64 |     60.53 | task_30923_cp2k_singlepoint_pre |
|        927 |   0.29 |  30.95 |    20.28 |    34.78 |    38.06 |    31.03 |     26.19 |     48.80 | task_30917_cp2k_singlepoint_pre |
|        928 |   0.13 |  29.71 |    22.20 |    34.92 |    43.73 |    29.96 |     18.05 |     41.43 | task_30935_cp2k_singlepoint_pre |
|        929 |   0.11 |  28.54 |    21.36 |    39.02 |    47.86 |    26.85 |     19.54 |     36.81 | task_30927_cp2k_singlepoint_pre |
|        930 |   0.87 |  33.46 |    23.86 |    39.24 |    44.82 |    34.11 |     38.49 |     46.31 | task_30937_cp2k_singlepoint_pre |
|        931 |   0.36 |  28.84 |    20.52 |    34.86 |    46.93 |    28.76 |     20.18 |     40.34 | task_30939_cp2k_singlepoint_pre |
|        932 |   0.18 |  27.18 |    21.54 |    32.65 |    49.57 |    25.24 |     17.19 |     34.34 | task_30941_cp2k_singlepoint_pre |
|        933 |   0.04 |  27.81 |    20.40 |    34.73 |    41.96 |    27.54 |     19.97 |     38.88 | task_30949_cp2k_singlepoint_pre |
|        934 |   1.85 |  38.38 |    24.39 |    38.48 |    45.15 |    43.99 |     31.99 |     59.44 | task_30943_cp2k_singlepoint_pre |
|        935 |   0.17 |  28.99 |    19.66 |    38.57 |    35.09 |    30.91 |     19.26 |     41.30 | task_30945_cp2k_singlepoint_pre |
|        936 |   0.07 |  30.60 |    21.35 |    35.47 |    39.36 |    32.83 |     23.35 |     44.77 | task_30947_cp2k_singlepoint_pre |
|        937 |   0.05 |  28.87 |    21.68 |    35.36 |    42.77 |    27.79 |     20.69 |     41.95 | task_30951_cp2k_singlepoint_pre |
|        938 |   0.28 |  28.19 |    20.62 |    38.11 |    38.50 |    29.18 |     20.63 |     35.88 | task_30955_cp2k_singlepoint_pre |
|        939 |   0.14 |  30.78 |    23.73 |    33.34 |    39.95 |    31.83 |     21.02 |     45.33 | task_30953_cp2k_singlepoint_pre |
|        940 |   0.61 |  30.63 |    22.47 |    35.40 |    40.53 |    32.78 |     21.19 |     45.22 | task_30957_cp2k_singlepoint_pre |
|        941 |   0.24 |  27.67 |    19.92 |    33.58 |    35.86 |    28.47 |     19.17 |     42.95 | task_30959_cp2k_singlepoint_pre |
|        942 |   0.21 |  27.38 |    19.18 |    36.70 |    47.53 |    25.67 |     15.02 |     37.95 | task_30963_cp2k_singlepoint_pre |
|        943 |   0.02 |  31.04 |    21.71 |    38.36 |    40.54 |    32.28 |     21.87 |     48.04 | task_30961_cp2k_singlepoint_pre |
|        944 |   0.12 |  32.14 |    22.72 |    38.71 |    45.00 |    32.14 |     23.49 |     50.95 | task_30965_cp2k_singlepoint_pre |
|        945 |   0.46 |  26.54 |    20.12 |    32.05 |    30.88 |    28.36 |     18.90 |     38.36 | task_30967_cp2k_singlepoint_pre |
